id,nama_tempat,kategori,kota,alamat,deskripsi,lat,long
132,Gunung Munjul,Alam,Bandung,"Jl. Sukajadi No.155, Manggahang, Kec. Baleendah, Kabupaten Bandung","Gunung Munjul adalah salah satu tujuan pendakian populer bagi para pecinta alam dan pendaki. Dengan ketinggian sekitar 1.650 meter di atas permukaan laut, Gunung Munjul menawarkan pemandangan alam yang indah dan trek pendakian yang menantang. Selama perjalanan mendaki, pengunjung akan melewati pemandangan alam yang memukau, termasuk lembah hijau, bukit-bukit yang indah, serta pemandangan kota di kejauhan",-7.01492242,107.6529975
133,Curug Siliwangi,Alam,Bandung,"Pasirmulya, Banjaran, Kabupaten Bandung","Curug Siliwangi adalah sebuah air terjun yang menjadi salah satu tujuan wisata alam yang populer. Dengan keindahan alamnya yang memukau, Curug Siliwangi menawarkan pengunjungnya pemandangan yang menenangkan dan suasana yang segar. Curug ini terletak di tengah hutan dan diapit oleh bebatuan alami, memberikan kesan alami dan indah.",-7.133597694,107.6243149
134,Masjid Raya Bandung,Tempat Ibadah,Bandung,"Jl. Dalem Kaum No.14, Balonggede, Kec. Regol, Kota Bandung","Masjid Raya Bandung atau juga dikenal sebagai Masjid Agung Bandung adalah sebuah masjid yang terletak di pusat kota Bandung, Jawa Barat, Indonesia. Masjid ini merupakan salah satu ikon arsitektur dan landmark penting di Bandung. Masjid Raya Bandung memiliki desain arsitektur yang megah dan elegan dengan sentuhan gaya Timur Tengah yang khas. Bangunan masjid ini memiliki kubah yang indah, menara-menara yang menjulang tinggi, dan teras yang luas. Di dalamnya, terdapat ruang shalat yang luas dan mengagumkan, serta dekorasi interior yang dipenuhi dengan seni dan ornamen Islam yang indah",-6.9216897,107.6061399
135,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,"Jl. Merdeka No.14, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung","Katedral Bandung adalah sebuah katedral Katolik Roma di Bandung. Nama resminya adalah Katedral Santo Petrus. Terletak di Jalan Merdeka, Bandung, Indonesia. Bangunan ini dirancang oleh Wolff Schoemaker dengan gaya Neogothic. Katedral Bandung memiliki luas tanah 2.385 m² dan luas bangunan 785 m². Gereja ini memiliki arsitektur yang megah dan khas dengan gaya neogotik yang mencolok. Bangunannya memiliki menara tinggi, jendela-jendela berukir, lengkungan-lengkungan indah, dan detail-detail artistik yang memukau. Di dalamnya, terdapat ruang ibadah yang luas dengan langit-langit yang tinggi dan dekorasi yang indah. ",-6.9148394,107.6105511
136,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,"Jl. Gegerkalong Girang No.38, Isola, Kec. Sukasari, Kota Bandung","Masjid Daarut Tauhiid adalah masjid yang dibangun pada 1993 dengan eksterior melengkung yang memukau dan populer untuk sesi studi Islam. Masjid Daarut Tauhiid memiliki arsitektur yang modern dan megah dengan desain yang unik. Bangunannya terdiri dari kubah-kubah besar, menara-menara yang elegan, dan fasad yang mencolok. Di dalam masjid, terdapat ruang shalat yang luas dengan ornamen dan dekorasi yang indah. Masjid ini juga memiliki fasilitas yang lengkap, termasuk aula serbaguna, perpustakaan, dan pusat pendidikan Islam. Selain sebagai tempat ibadah, masjid ini juga sering digunakan untuk kegiatan sosial, keagamaan, dan pendidikan bagi masyarakat sekitar.",-6.863527,107.5899194
137,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,"Jl. Gatot Subroto No.289, Cibangkong, Kec. Batununggal, Kota Bandung","Masjid Agung Trans Studio Bandung adalah masjid besar dengan interior yang dipenuhi cahaya dan bagian dari kompleks yang terdiri dari mal, hotel, serta taman hiburan.",-6.9259635,107.6354278
138,Gereja Tiberias Indonesia,Tempat Ibadah,Bandung,"JL. Braga, No. 99-101, Braga, Kec. Sumur Bandung, Kota Bandung","Gereja Tiberias Indonesia merupakan salah satu gereja di Kota Bandung. Gereja ini menyediakan tempat ibadah ummat ummat kristiani untuk ibadah rutin minggu pagi, sore, malam, ibadah misa, Paskah, kamis putih, baptis (pembaptisan), Natal hingga Jumat Agung. Gereja Tiberias Indonesia memiliki ciri khas bangunan yang sejuk dengan desain gaya modern dan kontemporer.  ",-6.9347698,107.6253513
139,Masjid Salman ITB,Tempat Ibadah,Bandung,"Jl. Ganesa No.7, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung","Masjid Salman ITB atau juga dikenal sebagai Masjid Salman Mosque adalah sebuah masjid yang terletak di kampus Institut Teknologi Bandung (ITB). Masjid ini merupakan masjid utama di kampus ITB dan juga menjadi salah satu landmark penting di area tersebut. Masjid Salman ITB memiliki desain arsitektur modern dengan sentuhan elemen tradisional. Bangunannya didominasi oleh kubah yang indah dan menara yang menjulang tinggi. Di dalam masjid, terdapat ruang shalat yang luas dan nyaman, serta fasilitas pendukung seperti aula, perpustakaan, dan ruang pertemuan. Masjid Salman ITB sering digunakan untuk kegiatan ibadah harian, khutbah Jumat, dan acara keagamaan lainnya.",-6.893493873,107.611271
140,Masjid Pusdai,Tempat Ibadah,Bandung,"Jl. Diponegoro No.63, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung","Pusat Dakwah Islam (PUSDAI) adalah pusat pengembangan agama khususnya agama islam yang berlokasi di Kota Bandung, Jawa Barat. PUSDAI sendiri adalah lembaga dakwah milik pemerintah yang bertujuan menjadi sentral pemrograman, pembinaan, dan pengembangan syiar Islam di Jawa Barat. ",-6.899875417,107.6259869
141,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,"Jl. ABC No.8, Braga, Kec. Sumur Bandung, Kota Bandung","Masjid Al-Imtizaj adalah salah satu masjid yang bernuansa oriental dan arsitektur bercorak negeri tirai bambu yang berada di Kota Bandung. Bangunan masjid ini sangat unik dan menarik. Didominasi warna etnis Tionghoa namun berkubah seperti masjid pada umumnya. Pandangan awal para pengunjung akan disambut oleh gapura layaknya Klenteng yang berwarna khas hingga beberapa lampion menggelantung di sana. Tempat wudhu unik berupa cawan emas pun menghiasi masjid. Di pelataran terdapat beberapa tempat duduk yang nyaman. Pohon dan bunga menghiasi setiap sudut Masjid Al Imtizaj. Area salat terbagi menjadi dua, perempuan dan laki-laki. Dari gerbang para jamaah laki-laki harus menuruni beberapa anak tangga untuk memasuki tempat wudu dan tempat salat. Sedangkan perempuan harus naik ke lantai dua. Gaya hiasan di dalam masjid hampir sama dengan masjid-masjid pada umumnya. Adanya mimbar, gelaran sajadah, dan hiasan kaligrafi yang mempercantik dinding masjid.",-6.919180027,107.607821
142,Paskal Food Market,Kuliner,Bandung,"Jl. Pasir Kaliki No.25-27, Kb. Jeruk, Kec. Andir, Kota Bandung","Paskal Food Market adalah sebuah pasar makanan yang terletak di Paskal Hypersquare, Bandung, Jawa Barat, Indonesia. Tempat ini menawarkan berbagai jenis makanan dan minuman yang lezat dari berbagai kios dan pedagang kuliner. Paskal Food Market menampilkan konsep pasar makanan modern yang menyediakan banyak pilihan kuliner dari berbagai masakan dan kultur. Pengunjung dapat menikmati hidangan lokal Indonesia, makanan Asia, makanan barat, hidangan khas Bandung, dan masih banyak lagi.",-6.91428838,107.5923448
143,Miss Bee Providore,Kuliner,Bandung,"Jl. Rancabentang No.11A, Ciumbuleuit, Kec. Cidadap, Kota Bandung","Miss Bee Providore adalah sebuah restoran dan kafe yang terletak di Bandung, Jawa Barat, Indonesia. Tempat ini dikenal karena suasana yang unik dan makanan yang lezat. Miss Bee Providore didesain dengan gaya retro dan vintage yang menciptakan suasana yang nyaman dan mengundang. Interior restoran ini dipenuhi dengan dekorasi yang khas dengan sentuhan warna-warna cerah dan perabotan vintage yang menarik. Menu di Miss Bee Providore menawarkan beragam hidangan mulai dari sarapan, makan siang, hingga makan malam. Pengunjung dapat menikmati hidangan barat, hidangan Indonesia, dan hidangan internasional dengan cita rasa yang lezat. ",-6.86815936,107.6091444
144,Gormeteria,Kuliner,Bandung,"Jl. Pasir Kaliki No.176, Pasir Kaliki, Kec. Cicendo, Kota Bandung","Gormeteria adalah kafetaria kontemporer yang trendi di Bandung yang menyajikan menu kuliner kaki lima khas Asia Tenggara yang eklektik. Dengan interior industrial dan lukisan mural sepanjang 18 meter yang menggambarkan habitat Gorila, Gormeteria memiliki dapur terbuka yang mewah dengan kursi makan untuk pengalaman kuliner terbaik",-6.901373618,107.5977203
145,Tafso Barn,Kuliner,Bandung,"Jl. Baru Laksana No.75, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat",Kafe bertema dengan hidangan eklektik & tempat duduk di tenda & gubuk di lereng bukit dengan pemandangan hutan.,-6.842218683,107.6227776
146,Sudirman Street Day and Night Market,Kuliner,Bandung,"Jl. Jend. Sudirman No.107, Karanganyar, Kec. Astanaanyar, Kota Bandung","Pusat kuliner yang ramai menyajikan jajanan kaki lima khas Tionghoa dan Indonesia, dengan pilihan halal.",-6.920471426,107.6012148
147,Yoghurt Cisangkuy,Kuliner,Bandung,"Jl. Cisangkuy No.66, Citarum, Kec. Bandung Wetan, Kota Bandung",Yoghurt Cisangkuy adalah sebuah tempat yang terkenal di Bandung untuk menikmati yoghurt yang lezat dan segar. Tempat ini menyajikan berbagai varian yoghurt dengan pilihan rasa dan topping yang beragam.,-6.901688576,107.621819
148,La Costilla,Kuliner,Bandung,"Jl. Prof. Dr. Sutami No.98, Pasteur, Kec. Sukasari, Kota Bandung","La Costilla adalah sebuah restoran yang menyajikan hidangan daging panggang, terutama iga sapi panggang yang lezat dan juicy. La Costilla menyajikan berbagai pilihan hidangan daging panggang, mulai dari iga sapi, steak, hingga BBQ ribs. Hidangan-hidangan tersebut biasanya disajikan dengan saus dan makanan seperti kentang panggang, sayuran, dan nasi.",-6.878448703,107.5848049
149,Waroeng Setiabudhi Surabi & Baso Kampung,Kuliner,Bandung,"Jl. Dr. Setiabudi No.175, Gegerkalong, Kec. Sukasari, Kota Bandung","Waroeng Setiabudhi adalah sebuah warung makan yang terkenal di Bandung. Warung ini terkenal karena menyajikan surabi dan baso kampung yang lezat dan menjadi favorit di kalangan masyarakat setempat. Surabi merupakan jajanan tradisional Indonesia yang terbuat dari adonan tepung beras yang dipanggang hingga matang. Waroeng Setiabudhi menyajikan berbagai varian surabi, seperti surabi manis dengan taburan kelapa parut dan gula merah, surabi asin dengan taburan oncom dan bumbu kacang, serta surabi rasa pandan dan cokelat. Selain surabi, warung ini juga terkenal dengan baso kampung yang lezat. Baso kampung adalah bakso yang terbuat dari daging sapi segar dan bumbu-bumbu tradisional, memberikan cita rasa yang istimewa. Baso kampung bisa dinikmati dengan kuah bening, kuah kacang, atau digoreng.",-6.867609944,107.5941085
150,Two Cents,Kuliner,Bandung,"Jl. Lombok No.28a, Merdeka, Kec. Bandung Wetan, Kota Bandung","Two Cents adalah sebuah kafe yang dikenal dengan suasana yang nyaman dan menu makanan serta minuman yang variatif.Two Cents menawarkan berbagai jenis kopi dengan kualitas yang baik. Mereka menggunakan biji kopi pilihan dan teknik penyeduhan yang terampil untuk menghadirkan kopi dengan cita rasa yang kaya dan aromatik. Selain kopi, kafe ini juga menyajikan minuman lain seperti teh, jus, dan minuman segar lainnya. Menu makanan di Two Cents juga beragam, mulai dari sarapan, makan siang, hingga makan malam. Mereka menawarkan hidangan lokal dan internasional, seperti sandwich, pasta, burger, salad, dan masih banyak lagi. Selain itu, desain interior kafe ini juga menarik perhatian. Dengan sentuhan modern dan atmosfer yang hangat, Two Cents memberikan suasana yang nyaman untuk bersantai dan menikmati waktu bersama teman atau keluarga.",-6.906950572,107.6208536
151,Kampung Daun Culture Gallery & Cafe,Kuliner,Bandung,"Jl. Villa Triniti, Cigugur Girang, Kec. Parongpong, Kabupaten Bandung Barat","Kampung Daun Culture Gallery & Cafe adalah sebuah destinasi yang menggabungkan antara galeri seni dan kafe dengan suasana alam yang indah. Kampung Daun Culture Gallery & Cafe menawarkan pengalaman unik bagi pengunjung dengan kombinasi seni, budaya, dan alam. Di dalam galeri seni, pengunjung dapat menemukan berbagai karya seni, termasuk lukisan, patung, kerajinan tangan, dan instalasi seni lainnya yang dipamerkan dalam suasana yang tenang dan indah. Selain galeri seni, tempat ini juga memiliki kafe yang menawarkan makanan dan minuman yang lezat. Pengunjung dapat menikmati hidangan khas Indonesia maupun hidangan internasional dengan pemandangan alam yang hijau dan udara segar.",-6.81125327,107.5903625
152,Burangrang Dapur Indonesia,Kuliner,Bandung,"Kertawangi, Kec. Cisarua, Kabupaten Bandung Barat","Burangrang Dapur Indonesia adalah sebuah restoran yang mengusung konsep kuliner Indonesia dengan menu yang beragam dan cita rasa autentik. Burangrang Dapur Indonesia menawarkan berbagai hidangan khas Indonesia dari berbagai daerah. Pengunjung dapat menikmati hidangan tradisional seperti nasi goreng, sate, rendang, gado-gado, soto, dan masih banyak lagi. Setiap hidangan disajikan dengan porsi yang melimpah dan menggunakan bahan-bahan segar serta rempah-rempah yang khas. Selain hidangan utama, Burangrang Dapur Indonesia juga menyediakan berbagai jenis makanan penutup tradisional yang lezat seperti kue tradisional, es campur, dan minuman tradisional yang menyegarkan.",-6.788685764,107.5804548
153,Ambrogio Patisserie,Kuliner,Bandung,"Jl. Banda No.26, Citarum, Kec. Bandung Wetan, Kota Bandung","Ambrogio Patisserie adalah sebuah toko kue dan roti yang terletak di Bandung, Jawa Barat, Indonesia. Tempat ini terkenal dengan berbagai pilihan kue dan roti lezat.Ambrogio Patisserie menawarkan beragam pilihan kue manis, roti, dan pastry yang terbuat dari bahan-bahan berkualitas tinggi. Setiap produknya dibuat dengan teliti dan detail oleh para ahli pastry yang berpengalaman, sehingga menghasilkan cita rasa yang lezat dan tampilan yang menarik. Toko ini menyediakan berbagai macam kue tart, kue kering, kue basah, croissant, dan roti dengan berbagai pilihan rasa dan variasi. Beberapa menu andalan yang populer di Ambrogio Patisserie antara lain tart buah segar, kue cokelat, kue keju, dan roti dengan isian yang lezat.",-6.90806368,107.6176882
154,Hummingbird Eatery & Space,Kuliner,Bandung,"Jl. Progo No.16, Citarum, Kec. Bandung Wetan, Kota Bandung","Hummingbird Eatery & Space adalah sebuah restoran dan ruang serbaguna yang terletak di Bandung, Jawa Barat, Indonesia. Tempat ini menawarkan pengalaman kuliner yang unik dengan suasana yang nyaman dan atmosfer yang ramah. Hummingbird Eatery & Space menyajikan beragam hidangan dari berbagai masakan internasional dan lokal. Menu mereka mencakup hidangan sarapan, makan siang, dan makan malam yang lezat. Pengunjung dapat menikmati pilihan menu seperti hidangan pasta, burger, sandwich, hidangan Asia, hidangan panggang, dan masih banyak lagi. Selain itu, Hummingbird Eatery & Space juga menyediakan berbagai jenis minuman seperti kopi, teh, jus segar, dan minuman khas lainnya. Mereka juga terkenal dengan hidangan penutup yang menggugah selera seperti kue-kue lezat, pancake, dan es krim.",-6.904646105,107.6183956
155,Congo Gallery & Cafe,Kuliner,Bandung,"Jl. Ranca Kendal Luhur No.8 Dago, Ciburial, Kec. Cibeunying Kaler","Congo Gallery & Cafe adalah sebuah tempat yang unik yang menggabungkan antara galeri seni dan kafe yang menawarkan pengalaman yang unik bagi pengunjung. Congo Gallery & Cafe menampilkan berbagai karya seni yang menarik, termasuk lukisan, patung, kerajinan tangan, dan instalasi seni lainnya dari seniman lokal maupun internasional. Pengunjung dapat menikmati karya seni yang dipamerkan dengan suasana yang kreatif dan inspiratif. Selain galeri seni, tempat ini juga memiliki kafe yang menyajikan berbagai pilihan makanan dan minuman. Menu mereka mencakup hidangan internasional dan lokal, mulai dari hidangan ringan seperti kue dan roti, hidangan pembuka, hidangan utama, hingga hidangan penutup yang lezat. Pengunjung dapat menikmati hidangan sambil menikmati suasana galeri seni yang indah.",-6.867207604,107.6278381
156,Kapulaga Indonesian Bistro,Kuliner,Bandung,"Jl. Dayang Sumbi No.3, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung","Kapulaga Indonesian Bistro adalah sebuah restoran yang menghadirkan cita rasa kuliner Indonesia yang autentik. Tempat ini menyajikan hidangan Indonesia dengan sentuhan modern dan suasana yang nyaman. Kapulaga Indonesian Bistro menawarkan berbagai pilihan hidangan tradisional Indonesia yang dikreasikan dengan inovasi kreatif. Menu mereka mencakup hidangan dari berbagai daerah di Indonesia, seperti nasi goreng, sate, rendang, gado-gado, mie ayam, dan masih banyak lagi. Bumbu-bumbu yang digunakan diolah dengan baik untuk menghasilkan rasa yang otentik dan lezat. Selain hidangan utama, Kapulaga Indonesian Bistro juga menyediakan pilihan minuman yang menyegarkan seperti es kelapa muda, teh tradisional, dan jus buah segar. Anda juga dapat menikmati hidangan penutup khas Indonesia yang lezat seperti es campur atau es cendol.",-6.887532811,107.6125107
157,Batagor dan Baso Cuankie Serayu,Kuliner,Bandung,"Jl. Serayu No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung","Batagor dan Baso Cuankie Serayu adalah sebuah warung makan yang terkenal di Bandung, Jawa Barat, Indonesia. Tempat ini terkenal dengan hidangan khasnya yang terdiri dari batagor dan baso cuankie yang lezat. Batagor merupakan kependekan dari bakso tahu goreng, yaitu hidangan yang terdiri dari adonan bakso yang dilapisi dengan kulit tahu dan biasanya disajikan dengan bumbu kacang yang gurih dan saus kecap yang khas. Sementara itu, baso cuankie adalah hidangan berupa bakso yang dihidangkan dengan mie kuning, kuah kaldu yang kaya rasa, dan berbagai tambahan seperti pangsit, sayuran, dan kerupuk. Batagor dan Baso Cuankie Serayu menyajikan batagor dan baso cuankie dengan cita rasa yang autentik dan bahan-bahan berkualitas. ",-6.908961011,107.6252017
